,respondent_id,seasonal_taken,xyz_taken
14795,14795,1.0,0.0
14796,14796,0.0,0.0
14798,14798,0.0,0.0
14800,14800,0.0,0.0
14801,14801,0.0,0.0
14802,14802,0.0,0.0
14803,14803,0.0,0.0
14804,14804,1.0,1.0
14806,14806,1.0,1.0
14807,14807,0.0,0.0
14808,14808,0.0,0.0
14809,14809,0.0,0.0
14810,14810,0.0,0.0
14811,14811,0.0,0.0
14812,14812,0.0,0.0
14813,14813,0.0,0.0
14814,14814,0.0,0.0
14815,14815,0.0,0.0
14816,14816,1.0,0.0
14817,14817,1.0,0.0
14818,14818,0.0,0.0
14819,14819,1.0,0.0
14820,14820,1.0,1.0
14821,14821,0.0,0.0
14822,14822,0.0,0.0
14824,14824,0.0,0.0
14825,14825,0.0,0.0
14826,14826,0.0,0.0
14827,14827,1.0,1.0
14829,14829,0.0,0.0
14830,14830,1.0,0.0
14831,14831,0.0,0.0
14834,14834,0.0,0.0
14835,14835,0.0,0.0
14837,14837,1.0,0.0
14838,14838,0.0,0.0
14839,14839,0.0,0.0
14840,14840,0.0,0.0
14841,14841,0.0,0.0
14843,14843,1.0,0.0
14846,14846,0.0,0.0
14847,14847,0.0,0.0
14848,14848,1.0,1.0
14849,14849,0.0,0.0
14851,14851,0.0,0.0
14852,14852,0.0,0.0
14853,14853,0.0,0.0
14854,14854,1.0,0.0
14855,14855,0.0,0.0
14856,14856,0.0,0.0
14857,14857,0.0,0.0
14858,14858,0.0,0.0
14859,14859,0.0,0.0
14860,14860,0.0,0.0
14861,14861,1.0,0.0
14862,14862,0.0,0.0
14863,14863,0.0,0.0
14864,14864,0.0,0.0
14866,14866,1.0,0.0
14867,14867,0.0,1.0
14868,14868,0.0,0.0
14869,14869,0.0,0.0
14870,14870,0.0,0.0
14871,14871,0.0,0.0
14872,14872,1.0,1.0
14873,14873,1.0,0.0
14874,14874,0.0,0.0
14875,14875,0.0,0.0
14876,14876,1.0,1.0
14877,14877,0.0,0.0
14878,14878,0.0,0.0
14879,14879,1.0,0.0
14880,14880,0.0,0.0
14881,14881,1.0,0.0
14882,14882,0.0,0.0
14883,14883,1.0,0.0
14884,14884,1.0,1.0
14885,14885,1.0,0.0
14886,14886,0.0,0.0
14887,14887,1.0,0.0
14888,14888,1.0,1.0
14889,14889,0.0,0.0
14890,14890,1.0,1.0
14891,14891,0.0,0.0
14892,14892,1.0,1.0
14893,14893,1.0,0.0
14894,14894,0.0,0.0
14896,14896,1.0,1.0
14897,14897,0.0,0.0
14898,14898,1.0,1.0
14899,14899,0.0,0.0
14900,14900,0.0,0.0
14901,14901,0.0,0.0
14902,14902,1.0,1.0
14903,14903,1.0,0.0
14904,14904,0.0,0.0
14905,14905,0.0,1.0
14906,14906,0.0,0.0
14908,14908,1.0,1.0
14909,14909,1.0,1.0
14911,14911,0.0,0.0
14912,14912,0.0,0.0
14913,14913,0.0,0.0
14914,14914,0.0,0.0
14915,14915,0.0,0.0
14916,14916,0.0,0.0
14917,14917,0.0,0.0
14918,14918,1.0,1.0
14919,14919,1.0,0.0
14920,14920,0.0,0.0
14921,14921,0.0,0.0
14922,14922,0.0,0.0
14923,14923,0.0,0.0
14924,14924,0.0,0.0
14925,14925,0.0,0.0
14927,14927,0.0,0.0
14928,14928,0.0,0.0
14929,14929,0.0,0.0
14930,14930,0.0,0.0
14932,14932,0.0,0.0
14935,14935,1.0,1.0
14936,14936,0.0,0.0
14937,14937,1.0,1.0
14938,14938,0.0,0.0
14939,14939,1.0,1.0
14940,14940,1.0,1.0
14941,14941,0.0,0.0
14942,14942,0.0,0.0
14943,14943,1.0,1.0
14945,14945,0.0,0.0
14946,14946,1.0,1.0
14947,14947,1.0,1.0
14948,14948,1.0,1.0
14949,14949,0.0,0.0
14950,14950,0.0,0.0
14951,14951,0.0,0.0
14952,14952,1.0,0.0
14953,14953,0.0,0.0
14955,14955,1.0,1.0
14956,14956,0.0,0.0
14957,14957,0.0,0.0
14958,14958,0.0,0.0
14959,14959,1.0,1.0
14960,14960,0.0,0.0
14961,14961,0.0,0.0
14962,14962,0.0,0.0
14963,14963,0.0,0.0
14964,14964,0.0,0.0
14965,14965,0.0,0.0
14966,14966,0.0,0.0
14967,14967,0.0,0.0
14968,14968,0.0,0.0
14970,14970,1.0,1.0
14971,14971,0.0,0.0
14972,14972,0.0,0.0
14973,14973,0.0,0.0
14976,14976,0.0,0.0
14977,14977,1.0,1.0
14978,14978,0.0,0.0
14979,14979,0.0,0.0
14980,14980,0.0,0.0
14981,14981,1.0,0.0
14982,14982,0.0,0.0
14983,14983,0.0,0.0
14984,14984,0.0,0.0
14986,14986,0.0,0.0
14988,14988,1.0,1.0
14989,14989,0.0,0.0
14990,14990,0.0,0.0
14991,14991,0.0,0.0
14992,14992,0.0,0.0
14993,14993,0.0,0.0
14994,14994,1.0,0.0
14996,14996,0.0,0.0
14997,14997,0.0,0.0
14998,14998,1.0,1.0
14999,14999,0.0,0.0
15001,15001,1.0,1.0
15002,15002,1.0,1.0
15003,15003,1.0,1.0
15004,15004,0.0,0.0
15005,15005,0.0,0.0
15006,15006,0.0,0.0
15007,15007,1.0,0.0
15009,15009,0.0,0.0
15010,15010,1.0,1.0
15011,15011,1.0,0.0
15012,15012,1.0,1.0
15013,15013,1.0,1.0
15014,15014,0.0,0.0
15015,15015,1.0,1.0
15016,15016,0.0,1.0
15017,15017,1.0,1.0
15018,15018,1.0,0.0
15019,15019,0.0,0.0
15020,15020,1.0,0.0
15021,15021,0.0,0.0
15022,15022,0.0,0.0
15023,15023,0.0,1.0
15024,15024,1.0,1.0
15025,15025,0.0,0.0
15026,15026,0.0,0.0
15027,15027,1.0,0.0
15028,15028,0.0,0.0
15029,15029,0.0,0.0
15030,15030,0.0,0.0
15031,15031,0.0,0.0
15032,15032,1.0,1.0
15033,15033,0.0,1.0
15034,15034,0.0,0.0
15035,15035,1.0,1.0
15036,15036,0.0,0.0
15037,15037,1.0,1.0
15039,15039,0.0,0.0
15040,15040,0.0,0.0
15041,15041,0.0,0.0
15043,15043,0.0,0.0
15044,15044,1.0,1.0
15045,15045,0.0,0.0
15046,15046,0.0,0.0
15047,15047,0.0,0.0
15048,15048,0.0,0.0
15049,15049,0.0,0.0
15050,15050,0.0,0.0
15051,15051,1.0,0.0
15052,15052,0.0,0.0
15053,15053,0.0,0.0
15054,15054,0.0,0.0
15055,15055,0.0,0.0
15057,15057,1.0,0.0
15058,15058,0.0,0.0
15059,15059,0.0,0.0
15060,15060,0.0,0.0
15061,15061,1.0,0.0
15062,15062,1.0,1.0
15063,15063,0.0,0.0
15064,15064,0.0,0.0
15065,15065,0.0,0.0
15066,15066,0.0,0.0
15067,15067,0.0,0.0
15068,15068,0.0,0.0
15069,15069,0.0,0.0
15070,15070,0.0,1.0
15071,15071,0.0,0.0
15072,15072,0.0,0.0
15073,15073,1.0,1.0
15074,15074,0.0,0.0
15075,15075,0.0,0.0
15076,15076,0.0,0.0
15077,15077,1.0,1.0
15078,15078,0.0,0.0
15079,15079,0.0,1.0
15081,15081,0.0,0.0
15082,15082,1.0,1.0
15083,15083,1.0,1.0
15084,15084,0.0,0.0
15085,15085,0.0,0.0
15086,15086,1.0,1.0
15087,15087,0.0,0.0
15088,15088,0.0,0.0
15089,15089,0.0,0.0
15090,15090,0.0,0.0
15091,15091,0.0,0.0
15092,15092,0.0,0.0
15093,15093,0.0,0.0
15094,15094,0.0,0.0
15095,15095,0.0,0.0
15096,15096,0.0,0.0
15097,15097,0.0,0.0
15099,15099,0.0,0.0
15100,15100,0.0,0.0
15101,15101,1.0,0.0
15102,15102,1.0,1.0
15103,15103,0.0,0.0
15104,15104,0.0,0.0
15105,15105,0.0,1.0
15106,15106,0.0,0.0
15107,15107,1.0,0.0
15108,15108,0.0,0.0
15110,15110,1.0,0.0
15111,15111,0.0,0.0
15112,15112,0.0,0.0
15113,15113,1.0,0.0
15114,15114,0.0,0.0
15115,15115,0.0,0.0
15116,15116,1.0,1.0
15118,15118,1.0,1.0
15119,15119,1.0,1.0
15120,15120,0.0,0.0
15121,15121,0.0,0.0
15122,15122,0.0,0.0
15123,15123,0.0,0.0
15124,15124,0.0,0.0
15125,15125,0.0,0.0
15126,15126,0.0,0.0
15127,15127,0.0,0.0
15128,15128,0.0,0.0
15129,15129,0.0,0.0
15131,15131,0.0,0.0
15132,15132,0.0,0.0
15133,15133,0.0,1.0
15134,15134,0.0,0.0
15135,15135,0.0,0.0
15138,15138,0.0,0.0
15139,15139,1.0,1.0
15140,15140,1.0,1.0
15141,15141,1.0,0.0
15142,15142,0.0,0.0
15143,15143,1.0,1.0
15144,15144,0.0,0.0
15145,15145,0.0,0.0
15146,15146,0.0,0.0
15148,15148,0.0,0.0
15149,15149,0.0,0.0
15150,15150,0.0,0.0
15151,15151,0.0,0.0
15152,15152,1.0,0.0
15153,15153,1.0,0.0
15155,15155,0.0,0.0
15157,15157,1.0,1.0
15159,15159,0.0,0.0
15160,15160,1.0,1.0
15161,15161,1.0,1.0
15162,15162,0.0,0.0
15163,15163,0.0,0.0
15164,15164,0.0,0.0
15165,15165,0.0,0.0
15166,15166,1.0,1.0
15167,15167,1.0,1.0
15168,15168,0.0,0.0
15169,15169,1.0,1.0
15170,15170,0.0,1.0
15172,15172,1.0,1.0
15173,15173,0.0,0.0
15174,15174,1.0,1.0
15176,15176,1.0,0.0
15177,15177,0.0,0.0
15178,15178,0.0,0.0
15179,15179,0.0,0.0
15181,15181,0.0,0.0
15182,15182,0.0,0.0
15183,15183,1.0,1.0
15184,15184,0.0,0.0
15185,15185,0.0,0.0
15186,15186,1.0,1.0
15187,15187,1.0,0.0
15188,15188,0.0,0.0
15189,15189,0.0,0.0
15190,15190,0.0,0.0
15191,15191,1.0,1.0
15192,15192,0.0,0.0
15193,15193,0.0,0.0
15194,15194,1.0,0.0
15195,15195,0.0,0.0
15196,15196,1.0,0.0
15197,15197,0.0,0.0
15200,15200,1.0,1.0
15201,15201,0.0,0.0
15202,15202,1.0,1.0
15203,15203,0.0,0.0
15205,15205,0.0,0.0
15206,15206,1.0,1.0
15207,15207,1.0,0.0
15209,15209,1.0,1.0
15210,15210,0.0,0.0
15211,15211,0.0,0.0
15212,15212,0.0,0.0
15213,15213,1.0,1.0
15214,15214,0.0,0.0
15215,15215,1.0,0.0
15216,15216,1.0,0.0
15217,15217,1.0,1.0
15218,15218,0.0,0.0
15219,15219,0.0,1.0
15221,15221,1.0,0.0
15223,15223,1.0,0.0
15224,15224,1.0,0.0
15225,15225,0.0,0.0
15226,15226,1.0,1.0
15227,15227,0.0,0.0
15228,15228,0.0,0.0
15229,15229,0.0,0.0
15230,15230,0.0,0.0
15231,15231,1.0,0.0
15232,15232,1.0,1.0
15233,15233,0.0,0.0
15234,15234,0.0,0.0
15235,15235,0.0,0.0
15236,15236,0.0,1.0
15237,15237,0.0,0.0
15238,15238,0.0,0.0
15240,15240,1.0,1.0
15241,15241,1.0,0.0
15242,15242,0.0,0.0
15243,15243,0.0,0.0
15244,15244,1.0,0.0
15245,15245,1.0,1.0
15246,15246,0.0,0.0
15247,15247,0.0,0.0
15248,15248,0.0,0.0
15249,15249,0.0,0.0
15250,15250,0.0,0.0
15252,15252,0.0,0.0
15253,15253,0.0,0.0
15254,15254,0.0,0.0
15258,15258,0.0,0.0
15259,15259,0.0,0.0
15260,15260,1.0,1.0
15261,15261,0.0,0.0
15262,15262,0.0,0.0
15263,15263,0.0,0.0
15264,15264,0.0,0.0
15266,15266,1.0,0.0
15267,15267,0.0,0.0
15268,15268,0.0,0.0
15270,15270,0.0,0.0
15271,15271,1.0,1.0
15272,15272,1.0,0.0
15274,15274,1.0,0.0
15275,15275,1.0,1.0
15276,15276,0.0,0.0
15278,15278,0.0,0.0
15279,15279,0.0,0.0
15280,15280,0.0,0.0
15281,15281,0.0,0.0
15282,15282,1.0,1.0
15283,15283,1.0,1.0
15284,15284,0.0,0.0
15285,15285,1.0,1.0
15286,15286,0.0,0.0
15290,15290,0.0,0.0
15291,15291,0.0,0.0
15292,15292,0.0,0.0
15293,15293,1.0,1.0
15294,15294,0.0,0.0
15295,15295,1.0,0.0
15296,15296,0.0,0.0
15298,15298,1.0,0.0
15301,15301,0.0,0.0
15302,15302,0.0,0.0
15303,15303,1.0,1.0
15304,15304,0.0,0.0
15305,15305,1.0,0.0
15306,15306,1.0,0.0
15307,15307,1.0,0.0
15308,15308,0.0,0.0
15311,15311,0.0,0.0
15312,15312,0.0,0.0
15313,15313,1.0,1.0
15314,15314,0.0,0.0
15315,15315,0.0,0.0
15316,15316,1.0,1.0
15318,15318,0.0,0.0
15319,15319,0.0,0.0
15320,15320,1.0,1.0
15321,15321,1.0,1.0
15322,15322,0.0,0.0
15323,15323,0.0,1.0
15324,15324,0.0,0.0
15325,15325,1.0,1.0
15326,15326,0.0,0.0
15327,15327,1.0,1.0
15328,15328,1.0,0.0
15329,15329,0.0,0.0
15331,15331,0.0,0.0
15332,15332,0.0,1.0
15333,15333,0.0,0.0
15334,15334,1.0,1.0
15335,15335,0.0,0.0
15336,15336,0.0,0.0
15337,15337,0.0,0.0
15338,15338,0.0,0.0
15339,15339,0.0,0.0
15340,15340,0.0,0.0
15341,15341,0.0,0.0
15342,15342,0.0,0.0
15343,15343,1.0,1.0
15344,15344,0.0,0.0
15345,15345,0.0,0.0
15346,15346,1.0,1.0
15347,15347,0.0,0.0
15348,15348,0.0,0.0
15349,15349,0.0,0.0
15350,15350,0.0,0.0
15351,15351,1.0,0.0
15352,15352,1.0,0.0
15353,15353,0.0,0.0
15354,15354,0.0,0.0
15355,15355,0.0,0.0
15358,15358,0.0,0.0
15359,15359,1.0,0.0
15360,15360,0.0,0.0
15361,15361,1.0,1.0
15362,15362,0.0,0.0
15363,15363,0.0,0.0
15364,15364,1.0,1.0
15366,15366,0.0,0.0
15367,15367,0.0,0.0
15368,15368,0.0,1.0
15369,15369,0.0,0.0
15370,15370,0.0,0.0
15371,15371,0.0,0.0
15372,15372,0.0,1.0
15373,15373,0.0,0.0
15374,15374,0.0,0.0
15375,15375,1.0,0.0
15376,15376,0.0,0.0
15377,15377,0.0,0.0
15378,15378,0.0,0.0
15379,15379,1.0,1.0
15380,15380,1.0,0.0
15381,15381,0.0,1.0
15382,15382,1.0,0.0
15385,15385,0.0,1.0
15386,15386,0.0,0.0
15387,15387,0.0,0.0
15388,15388,0.0,0.0
15389,15389,1.0,0.0
15390,15390,1.0,1.0
15391,15391,1.0,0.0
15392,15392,0.0,0.0
15393,15393,0.0,0.0
15394,15394,0.0,0.0
15396,15396,0.0,0.0
15397,15397,0.0,0.0
15398,15398,1.0,0.0
15399,15399,1.0,0.0
15400,15400,0.0,0.0
15401,15401,1.0,0.0
15402,15402,1.0,1.0
15403,15403,0.0,0.0
15404,15404,0.0,0.0
15405,15405,0.0,0.0
15407,15407,1.0,1.0
15408,15408,0.0,0.0
15409,15409,0.0,0.0
15410,15410,0.0,0.0
15411,15411,0.0,0.0
15412,15412,1.0,1.0
15413,15413,0.0,0.0
15414,15414,1.0,0.0
15415,15415,0.0,0.0
15416,15416,0.0,0.0
15417,15417,0.0,0.0
15418,15418,1.0,0.0
15419,15419,1.0,1.0
15421,15421,0.0,0.0
15422,15422,1.0,1.0
15423,15423,0.0,0.0
15424,15424,1.0,1.0
15427,15427,1.0,1.0
15428,15428,0.0,0.0
15429,15429,0.0,0.0
15430,15430,0.0,0.0
15432,15432,0.0,0.0
15433,15433,0.0,0.0
15434,15434,0.0,0.0
15436,15436,0.0,0.0
15437,15437,1.0,1.0
15440,15440,0.0,0.0
15441,15441,0.0,0.0
15443,15443,1.0,1.0
15444,15444,1.0,0.0
15445,15445,0.0,0.0
15447,15447,1.0,0.0
15448,15448,0.0,0.0
15449,15449,1.0,1.0
15451,15451,0.0,0.0
15452,15452,0.0,0.0
15454,15454,0.0,0.0
15455,15455,0.0,0.0
15456,15456,0.0,0.0
15457,15457,0.0,0.0
15458,15458,0.0,0.0
15459,15459,0.0,0.0
15460,15460,0.0,0.0
15461,15461,1.0,1.0
15462,15462,0.0,0.0
15463,15463,1.0,0.0
15464,15464,0.0,0.0
15465,15465,0.0,0.0
15466,15466,0.0,0.0
15467,15467,1.0,1.0
15469,15469,0.0,0.0
15470,15470,0.0,1.0
15472,15472,0.0,0.0
15475,15475,0.0,0.0
15476,15476,0.0,0.0
15477,15477,0.0,0.0
15478,15478,1.0,1.0
15479,15479,1.0,0.0
15480,15480,1.0,1.0
15481,15481,0.0,0.0
15482,15482,1.0,1.0
15483,15483,1.0,0.0
15484,15484,0.0,0.0
15485,15485,0.0,0.0
15486,15486,0.0,0.0
15487,15487,1.0,0.0
15488,15488,0.0,0.0
15489,15489,0.0,0.0
15490,15490,0.0,0.0
15491,15491,0.0,0.0
15492,15492,0.0,0.0
15493,15493,0.0,0.0
15495,15495,0.0,0.0
15496,15496,0.0,0.0
15497,15497,1.0,0.0
15498,15498,0.0,0.0
15499,15499,0.0,0.0
15500,15500,0.0,0.0
15501,15501,0.0,0.0
15502,15502,0.0,0.0
15503,15503,0.0,0.0
15504,15504,1.0,1.0
15505,15505,0.0,0.0
15506,15506,0.0,0.0
15507,15507,1.0,0.0
15508,15508,0.0,0.0
15510,15510,0.0,0.0
15511,15511,0.0,0.0
15512,15512,0.0,0.0
15513,15513,1.0,1.0
15514,15514,0.0,0.0
15515,15515,0.0,0.0
15516,15516,0.0,0.0
15517,15517,0.0,0.0
15518,15518,0.0,0.0
15519,15519,1.0,0.0
15520,15520,0.0,0.0
15521,15521,0.0,0.0
15523,15523,0.0,0.0
15525,15525,0.0,0.0
15526,15526,0.0,0.0
15527,15527,0.0,0.0
15528,15528,0.0,0.0
15529,15529,1.0,1.0
15530,15530,0.0,0.0
15531,15531,0.0,0.0
15532,15532,0.0,0.0
15533,15533,0.0,0.0
15534,15534,0.0,0.0
15535,15535,0.0,0.0
15536,15536,1.0,1.0
15537,15537,0.0,0.0
15538,15538,1.0,1.0
15540,15540,1.0,1.0
15541,15541,0.0,0.0
15542,15542,1.0,0.0
15543,15543,1.0,1.0
15545,15545,1.0,1.0
15546,15546,0.0,0.0
15547,15547,0.0,0.0
15548,15548,1.0,0.0
15549,15549,0.0,0.0
15550,15550,0.0,0.0
15551,15551,0.0,0.0
15552,15552,0.0,0.0
15553,15553,0.0,0.0
15554,15554,1.0,1.0
15555,15555,0.0,1.0
15556,15556,0.0,0.0
15557,15557,0.0,1.0
15558,15558,1.0,0.0
15559,15559,1.0,1.0
15560,15560,1.0,0.0
15561,15561,0.0,0.0
15564,15564,0.0,0.0
15565,15565,1.0,0.0
15566,15566,1.0,1.0
15567,15567,0.0,0.0
15568,15568,1.0,0.0
15569,15569,0.0,0.0
15570,15570,0.0,0.0
15571,15571,0.0,0.0
15572,15572,0.0,1.0
15573,15573,0.0,0.0
15574,15574,1.0,0.0
15575,15575,0.0,0.0
15576,15576,1.0,0.0
15577,15577,0.0,0.0
15579,15579,1.0,1.0
15581,15581,0.0,0.0
15582,15582,1.0,0.0
15583,15583,1.0,0.0
15584,15584,0.0,0.0
15585,15585,1.0,1.0
15586,15586,0.0,0.0
15587,15587,1.0,0.0
15589,15589,0.0,0.0
15593,15593,0.0,0.0
15594,15594,0.0,0.0
15595,15595,0.0,0.0
15596,15596,0.0,0.0
15597,15597,0.0,0.0
15598,15598,0.0,0.0
15600,15600,0.0,0.0
15602,15602,0.0,0.0
15603,15603,0.0,0.0
15604,15604,0.0,0.0
15606,15606,0.0,0.0
15607,15607,1.0,0.0
15608,15608,0.0,0.0
15609,15609,1.0,0.0
15610,15610,0.0,0.0
15612,15612,1.0,1.0
15613,15613,1.0,1.0
15614,15614,0.0,0.0
15615,15615,0.0,0.0
15616,15616,1.0,1.0
15617,15617,0.0,0.0
15618,15618,0.0,0.0
15619,15619,0.0,0.0
15620,15620,0.0,0.0
15621,15621,0.0,0.0
15623,15623,0.0,0.0
15624,15624,0.0,0.0
15625,15625,0.0,0.0
15626,15626,1.0,0.0
15628,15628,1.0,0.0
15629,15629,1.0,0.0
15630,15630,1.0,1.0
15631,15631,0.0,0.0
15632,15632,1.0,0.0
15633,15633,1.0,1.0
15634,15634,0.0,0.0
15635,15635,0.0,0.0
15636,15636,0.0,0.0
15637,15637,1.0,0.0
15638,15638,1.0,1.0
15639,15639,1.0,0.0
15640,15640,0.0,0.0
15641,15641,1.0,1.0
15642,15642,0.0,0.0
15644,15644,0.0,0.0
15645,15645,0.0,0.0
15646,15646,1.0,1.0
15647,15647,1.0,1.0
15648,15648,0.0,0.0
15650,15650,1.0,0.0
15651,15651,0.0,0.0
15652,15652,1.0,1.0
15653,15653,1.0,1.0
15654,15654,1.0,1.0
15655,15655,0.0,0.0
15657,15657,0.0,0.0
15658,15658,0.0,0.0
15660,15660,0.0,0.0
15661,15661,0.0,0.0
15662,15662,0.0,0.0
15663,15663,0.0,0.0
15664,15664,0.0,1.0
15665,15665,0.0,1.0
15666,15666,1.0,0.0
15667,15667,0.0,0.0
15668,15668,1.0,1.0
15670,15670,0.0,0.0
15671,15671,0.0,0.0
15672,15672,1.0,0.0
15673,15673,0.0,0.0
15674,15674,0.0,0.0
15675,15675,1.0,1.0
15677,15677,0.0,0.0
15679,15679,1.0,0.0
15680,15680,1.0,1.0
15681,15681,0.0,0.0
15682,15682,0.0,0.0
15683,15683,1.0,1.0
15684,15684,0.0,0.0
15685,15685,1.0,0.0
15686,15686,0.0,0.0
15687,15687,0.0,0.0
15688,15688,0.0,0.0
15689,15689,0.0,0.0
15690,15690,1.0,0.0
15691,15691,0.0,0.0
15692,15692,1.0,1.0
15693,15693,0.0,0.0
15694,15694,1.0,1.0
15695,15695,1.0,0.0
15696,15696,1.0,0.0
15697,15697,0.0,0.0
15699,15699,0.0,0.0
15700,15700,1.0,0.0
15701,15701,1.0,0.0
15702,15702,0.0,0.0
15703,15703,1.0,1.0
15704,15704,0.0,0.0
15705,15705,1.0,1.0
15706,15706,0.0,0.0
15708,15708,1.0,1.0
15709,15709,0.0,0.0
15710,15710,1.0,1.0
15711,15711,0.0,0.0
15712,15712,0.0,0.0
15713,15713,0.0,0.0
15714,15714,0.0,0.0
15715,15715,0.0,0.0
15716,15716,1.0,1.0
15717,15717,1.0,0.0
15719,15719,0.0,0.0
15720,15720,0.0,0.0
15721,15721,1.0,0.0
15722,15722,1.0,1.0
15723,15723,0.0,0.0
15725,15725,0.0,0.0
15727,15727,0.0,0.0
15728,15728,0.0,0.0
15729,15729,0.0,0.0
15730,15730,0.0,0.0
15731,15731,1.0,0.0
15732,15732,1.0,1.0
15733,15733,0.0,1.0
15734,15734,0.0,0.0
15735,15735,0.0,0.0
15736,15736,1.0,1.0
15737,15737,0.0,0.0
15738,15738,0.0,0.0
15739,15739,1.0,1.0
15740,15740,0.0,0.0
15741,15741,1.0,1.0
15742,15742,1.0,1.0
15743,15743,1.0,1.0
15744,15744,0.0,0.0
15745,15745,1.0,1.0
15746,15746,0.0,0.0
15747,15747,0.0,0.0
15748,15748,0.0,0.0
15749,15749,0.0,0.0
15750,15750,1.0,1.0
15751,15751,0.0,0.0
15752,15752,0.0,0.0
15753,15753,0.0,0.0
15754,15754,1.0,1.0
15755,15755,1.0,0.0
15756,15756,0.0,0.0
15757,15757,1.0,0.0
15758,15758,0.0,0.0
15759,15759,0.0,0.0
15760,15760,0.0,0.0
15761,15761,0.0,0.0
15762,15762,1.0,1.0
15763,15763,0.0,0.0
15764,15764,0.0,0.0
15765,15765,1.0,0.0
15766,15766,0.0,0.0
15767,15767,0.0,0.0
15768,15768,0.0,0.0
15769,15769,0.0,0.0
15770,15770,1.0,1.0
15771,15771,0.0,0.0
15773,15773,0.0,0.0
15774,15774,0.0,0.0
15775,15775,1.0,1.0
15776,15776,1.0,1.0
15777,15777,0.0,0.0
15778,15778,0.0,0.0
15780,15780,1.0,1.0
15781,15781,0.0,0.0
15782,15782,0.0,0.0
15784,15784,0.0,0.0
15785,15785,0.0,0.0
15786,15786,0.0,0.0
15787,15787,1.0,0.0
15789,15789,0.0,0.0
15790,15790,0.0,0.0
15791,15791,0.0,0.0
15792,15792,0.0,0.0
15793,15793,0.0,0.0
15794,15794,0.0,0.0
15795,15795,1.0,1.0
15796,15796,1.0,0.0
15798,15798,1.0,0.0
15800,15800,1.0,1.0
15801,15801,0.0,0.0
15802,15802,0.0,0.0
15803,15803,1.0,1.0
15804,15804,1.0,1.0
15805,15805,1.0,0.0
15806,15806,1.0,1.0
15807,15807,0.0,0.0
15808,15808,0.0,0.0
15811,15811,0.0,0.0
15812,15812,0.0,0.0
15813,15813,1.0,0.0
15814,15814,0.0,0.0
15815,15815,0.0,0.0
15816,15816,0.0,0.0
15817,15817,0.0,0.0
15818,15818,1.0,1.0
15819,15819,0.0,0.0
15821,15821,1.0,1.0
15822,15822,1.0,0.0
15824,15824,1.0,0.0
15825,15825,0.0,0.0
15826,15826,0.0,0.0
15828,15828,0.0,0.0
15829,15829,0.0,0.0
15830,15830,1.0,1.0
15831,15831,0.0,0.0
15832,15832,1.0,1.0
15833,15833,0.0,0.0
15834,15834,1.0,1.0
15835,15835,1.0,0.0
15836,15836,1.0,1.0
15837,15837,1.0,1.0
15838,15838,1.0,1.0
15839,15839,0.0,0.0
15841,15841,0.0,0.0
15842,15842,0.0,1.0
15843,15843,1.0,0.0
15844,15844,0.0,0.0
15846,15846,1.0,1.0
15847,15847,0.0,0.0
15848,15848,1.0,1.0
15849,15849,1.0,1.0
15850,15850,0.0,0.0
15851,15851,0.0,0.0
15853,15853,0.0,0.0
15854,15854,0.0,0.0
15857,15857,1.0,0.0
15858,15858,1.0,1.0
15859,15859,0.0,0.0
15860,15860,0.0,0.0
15861,15861,0.0,0.0
15862,15862,1.0,1.0
15863,15863,1.0,0.0
15864,15864,1.0,0.0
15865,15865,0.0,0.0
15866,15866,0.0,0.0
15867,15867,0.0,0.0
15868,15868,0.0,0.0
15872,15872,0.0,0.0
15873,15873,1.0,1.0
15874,15874,0.0,0.0
15875,15875,1.0,0.0
15876,15876,0.0,0.0
15877,15877,0.0,0.0
15878,15878,0.0,0.0
15879,15879,0.0,0.0
15880,15880,1.0,1.0
15881,15881,0.0,1.0
15882,15882,0.0,0.0
15883,15883,1.0,1.0
15884,15884,0.0,0.0
15885,15885,0.0,0.0
15886,15886,0.0,0.0
15887,15887,0.0,0.0
15888,15888,1.0,0.0
15889,15889,0.0,0.0
15890,15890,0.0,0.0
15891,15891,0.0,0.0
15892,15892,0.0,0.0
15893,15893,0.0,0.0
15895,15895,0.0,0.0
15896,15896,0.0,0.0
15897,15897,0.0,0.0
15898,15898,0.0,0.0
15899,15899,1.0,1.0
15901,15901,0.0,0.0
15902,15902,0.0,0.0
15903,15903,0.0,0.0
15904,15904,0.0,0.0
15905,15905,0.0,0.0
15906,15906,1.0,1.0
15908,15908,0.0,0.0
15909,15909,0.0,0.0
15910,15910,0.0,0.0
15911,15911,0.0,0.0
15912,15912,1.0,1.0
15913,15913,0.0,0.0
15914,15914,0.0,0.0
15915,15915,1.0,0.0
15916,15916,0.0,0.0
15917,15917,1.0,1.0
15918,15918,0.0,0.0
15919,15919,0.0,1.0
15920,15920,0.0,0.0
15921,15921,0.0,0.0
15922,15922,0.0,0.0
15923,15923,0.0,1.0
15924,15924,0.0,0.0
15925,15925,0.0,0.0
15926,15926,0.0,0.0
15927,15927,0.0,0.0
15928,15928,0.0,0.0
15929,15929,0.0,0.0
15930,15930,0.0,0.0
15932,15932,0.0,0.0
15933,15933,0.0,0.0
15934,15934,1.0,1.0
15935,15935,1.0,1.0
15936,15936,0.0,0.0
15937,15937,1.0,1.0
15938,15938,1.0,0.0
15939,15939,1.0,0.0
15940,15940,1.0,1.0
15941,15941,0.0,0.0
